categoria,descricao,ean,preco,titulo,url,titulo_cb,loja
/categoria/informatica/notebooks/notebooks,"O Notebook Philco conta com todas as funcionalidades do Windows 10 para tornar o seu dia a dia mais produtivo. Seu sistema de rápida inicialização e navegação se deve a combinação da memória SSD de 128GB e o processador Intel Apollo Lake N3350. Navegue, trabalhe e estude por muito mais tempo! Sua bateria de 5000mAh proporciona duração de até 5 horas de uso. Características: • Processador Intel Apollo Lake N3350 @1.1GHz/2.4GHz • DDR3 de 4 GB • 128 GB de eMMC, com expansão externa de 1TB • Tela IPS de 14,1” com resolução Full HD • Bateria de 5000 mAh/ 7,4 V com duração média de 5 horas • Teclado ABNT2 • BT 4.0 • 2 entradas USB 3.0, 1 entrada Micro SD, 1 entrada Mini HDMI, 1 entrada P2 • 2 Speakers de 8O/1W • Microfone 140 DB SPL • Webcam de 0,3 MP • Adaptador AC Bivolt 12V 2ª Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.",7891356096433,"R$ 1.699,99","Notebook Philco PNB14 Intel Celeron-N3350 4GB 128GB W10 14"" Cinza",https://www.americanas.com.br/produto/4612418951,"notebook philco pnb14 intel celeron-n3350 4gb 128gb w10 14"" cinza",americanas
/categoria/pc-gamer/notebook-gamer,Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Imagens Meramente Ilustrativas.,7899864941504,"R$ 6.399,99","Notebook Gamer Dell G15-I1100-A30P 11ª Intel Core i5 8GB 512GB SSD (GeForce RTX 3050 4GB) Tela FHD 15.6"" Windows 11 - Preto",https://www.americanas.com.br/produto/4069871517,"notebook gamer dell g15-i1100-a30p 11ª intel core i5 8gb 512gb ssd (geforce rtx 3050 4gb) tela fhd 15.6"" windows 11 - preto",americanas
/categoria/informatica/notebooks/notebooks,"O Samsung Book possui uma arquitetura de última geração e design elegante para quem busca qualidade, desempenho e proteção do investimento. Conta com portas de acesso à memória e unidade de armazenamento, facilitando o upgrade e proporcionando mais longevidade ao sistema. A familia Samsung Books traz uma variedade de configurações, atendendo aos mais diversos perfis de utilização, seja para estudo, trabalho ou uso geral. ficha técnica - Marca: Samsung - Modelo: Samsung Book (NP550XDZ-KP4BR) - Processador: Intel Celeron 6305 (1.80 GHz, 4 mb L3 Cache) - 6ª geração - Sistema operacional: Linux Console (sem gui) - Memória ram: 4GB DDR4 (4 gb x1) 2666MHz - Slots de memória: 2 slots (1 livre) - Memória máxima suportada: 32GB - hdd: 500GB (5400 rpm) - Slots de armazenamento: 1 slot m.2 (livre) / 1 baia 2.5"" (ocupada) - Tamanho da tela: 15,6"" (antirreflexiva) - Resolução da tela: Full HD 1920 x 1080 - Placa de vídeo: Integrada Intel uhd Graphics - Tipo de áudio: HD (High Definition) Audio - Alto-falantes: 3W Estéreo (1.5W x 2) - Microfone integrado: Sim - Webcam integrada: Sim - Placa de rede: Gigabit Ethernet 10/100/1000 - Placa de rede wireless: 802.11 ac 1x1 - Bluetooth: Bluetooth v5.1 - Portas usb: 1x usb-c; 1x USB3.0; 1x USB2.0 - Porta hdmi: Sim - Saída fone de ouvido: Sim (Combo com Saída para Fone-de-Ouvido) - Entrada para microfone: Sim (Combo com Entrada para Microfone) - Leitor de cartões multimídia: MicroSD Card Reader - Conexão Ethernet RJ45 (lan): Sim - Teclado: Português-BR, teclado númerico integrado - Touchpad: Sim, com suporte à função multi-toques - Leitor de impressões digitais: Não - tpm: Sim - Slot trava de segurança: Slot padrão Kensington - Fonte adaptadora: 40W / 60W (Pode variar com o modelo); Bivolt (100-240V) - Padrão da bateria: 43 Wh - Dimensões do produto: 35,9 x 24,1 x 1,88 cm - Peso do produto: 1,86 Kg - Dimensões da embalagem: 49,9 x 29,9 x 6,7 cm - Peso embalagem: 2,9 Kg - Conteúdo da embalagem: 01 computador portátil, 01 fonte adaptadora, Guias de usuário, Certificado de garantia - Garantia: 1 ano balcão com o fabricante",7892509121514,"R$ 1.899,90",Notebook Samsung Book Np550 Celeron 4gb 500gb Linux Cinza,https://www.americanas.com.br/produto/4884572628,notebook samsung book np550 celeron 4gb 500gb linux cinza,americanas
/categoria/informatica/notebooks/notebooks,Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Imagens Meramente Ilustrativas.,7899864938764,"R$ 3.199,00","Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto",https://www.americanas.com.br/produto/2969521205,"notebook dell inspiron i15-3501-a25p intel core i3-1005g1 4gb 256gb ssd w10 15.6"" - preto",americanas
/categoria/informatica/notebooks/notebooks,"Notebook Samsung Chromebook 11.6 Intel Celeron N4020 32GB eMMC 4GB Chrome os XE310XBA-KT3BRO Chromebook da Samsung é compacto, e foi pensado para ser prático. Fino e leve, é excepcionalmente portátil: Você não se sentirá cansado, mesmo que tenha que carregá-lo o dia todo. Além disso, é robusto e pronto para enfrentar os desafios com você - onde quer que você se aventure. durabilidade excepcional O Samsung Chromebook ss é robusto e resistente a quedas. Ele foi testado usando oito padrões equivalentes ao Mil-STD-810G. Ele também sobreviveu a um teste de durabilidade separado, no qual foi jogado em uma placa de aço de uma altura de 50 cm - com certeza é duro na queda! mobilidade rápida E conveniente Desfrute de Gigabit Wi-Fi em qualquer lugar de casa! O suporte de hardware sem fio Intel Gigabit Wi-Fi permite que você navegue na internet, faça streaming de vídeos e ouça música com mais rapidez. O Gigabit Wi-Fi de alta velocidade torna o trabalho e a diversão em seu laptop mais convenientes do que nunca. conexões rápidas E fáceis O Samsung Chromebook ss está equipado com uma porta do tipo usb-c para maior compatibilidade. Ele é compacto e fácil de conectar a uma série de dispositivos. Transfira arquivos mais rápido do que nunca! melhor experiência de digitação Digite com conforto e precisão com o teclado do Samsung Chromebook. Suas teclas curvas e ergonomicamente projetadas proporcionam uma digitação contínua e confortável por muito mais tempo. bateria duradoura Este é um dispositivo compacto - mas o desempenho da bateria foi melhorado, o que significa que você vai trabalhar por muito mais tempo. Sua bateria altamente eficiente significa que você pode usá-lo o dia todo com uma única carga. faça mais usando A sua voz O Google Assistente permite que você trabalhe de maneira mais inteligente e rápida. Use comandos de voz para enviar e-mail, reproduzir música, encontrar informações e controlar dispositivos domésticos inteligentes. Faça mais com mais rapidez e aproveite seu tempo de inatividade com estilo.especificações: Características: Marca: Samsung Modelo: Chromebook 4 Especificações Técnicas: Cor: Prata Tela: 11.6 polegadas HD LED (1366 x 768) Antirreflexo Processador cpu: Intel Celeron N4000 (Frequência base de 1.10 GHz, Frequência de pico de até 2.60 GHz, Cache de 4 mb, Dual-Core) Sistema Operacional: Google Chrome os Memória ram: 4 gb LPDDR4 (onboard) Armazenamento: 32 gb ssd Tipo eMMC Portas e Conectores: 1x USB 3.0; 1x USB Tipo c; 1 Conector Combinado de Fone de Ouvido/Microfone Slot de Expansão: Leitor de Cartão Micro sd Segurança: tpm (Trusted Platform Module) Conectividade Wireless: Wireless 802.11 ac wlan 2x2, Bluetooth v4.0 Webcam: Câmera HD de 720p Recursos de Áudio: Alto-falante Estéreo (1,5 W x 2) Gráficos de Vídeo: Intel uhd Graphics 600 Tipo de Bateria: Bateria de 2 Células (39Wh) Fonte de Alimentação: Adaptador de Energia ac Bivolt Dimensões e Peso: Dimensões da Embalagem (AxLxP): 5.0 x 34.6 x 26.7cm Dimensões do Produto (AxLxP): 1.6 x 28.8 x 20.2cm Peso Bruto: 1.75kg Peso Líquido: 1.18kg Informações divulgadas de acordo com o manual do fabricante Em caso de duvidas sobre informações técnicas, utilização, limitações e manuseio do produto, verifique o manual do fabricante. ean: 7892509118071 NAC009813",7892509118071,"R$ 1.715,91",Notebook Samsung Chromebook 11.6 Intel Celeron N4020 32GB eMMC 4GB Chrome os XE310XBA-KT3BR,https://www.americanas.com.br/produto/4500446990,notebook samsung chromebook 11.6 intel celeron n4020 32gb emmc 4gb chrome os xe310xba-kt3br,americanas
/categoria/informatica/notebooks/notebooks,"Upgrade gratuito para o Windows 11¹ quando disponível (consulte abaixo). O planejamento de implantação da atualização ainda está sendo finalizado e está programado para começar no final de 2021 e continuar durante 2022. O momento específico variará por dispositivo. Determinados recursos precisam de hardware específico, consulte o site microsoft.com para maiores informações. O Samsung Book possui uma arquitetura de última geração e design elegante para quem busca qualidade, desempenho e proteção do investimento. Conta com portas de acesso e memória e unidade de armazenamento, facilitando o upgrade e proporcionando mais longevidade ao sistema. A família Samsung books traz uma variedade de configurações, atendendo aos mais diversos perfis de utilização, seja para estudo, trabalho ou geral. Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.",7892509120845,"R$ 4.320,07","Notebook Samsung NP550XDA-KU1BR Intel Core i7-1165G7 8GB 256GB SSD Tela 15,6"" Windows 11 - Cinza Chumbo",https://www.americanas.com.br/produto/4100903653,"notebook samsung np550xda-ku1br intel core i7-1165g7 8gb 256gb ssd tela 15,6"" windows 11 - cinza chumbo",americanas
/categoria/informatica/notebooks/notebooks,"O Samsung Book possui uma arquitetura de última geração e design elegante para quem busca qualidade, desempenho e proteção do investimento. Conta com portas de acesso e memória e unidade de armazenamento, facilitando o upgrade e proporcionando mais longevidade ao sistema. A família Samsung books traz uma variedade de configurações, atendendo aos mais diversos perfis de utilização, seja para estudo, trabalho ou geral. Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.",7892509120821,"R$ 2.162,67","Notebook Samsung Intel Celeron-6305 4GB 500GB W11 15,6"" NP550XDA-KP2BR - Branco",https://www.americanas.com.br/produto/4102214721,"notebook samsung intel celeron-6305 4gb 500gb w11 15,6"" np550xda-kp2br - branco",americanas
/categoria/informatica/notebooks/notebooks,Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.Imagens Meramente Ilustrativas.,7898573298312,"R$ 2.617,30","Notebook Asus Intel Core i3-1005G1 4GB 256GB SSD W11 15,6"" Cinza X515JA-BR2750W",https://www.americanas.com.br/produto/4638018091,"notebook asus intel core i3-1005g1 4gb 256gb ssd w11 15,6"" cinza x515ja-br2750w",americanas
/categoria/informatica/notebooks/notebooks,"O Notebook Ultra UB532 conta com um design fino e elegante. Ele foi desenvolvido com o processador Intel i5 3.10GHz combinado com 8GB de memória RAM e 240GB SSD de armazenamento, se tornando ideal para o seu dia a dia. Com a sua tela de 14,1"" HD você poderá assistir aos seus filmes preferidos com alta qualidade de imagem e som. Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.",7908414438606,"R$ 2.616,99","Notebook Ultra UB532 Intel Core i5 8GB 240GB SSD W10 14,1"" - Prata",https://www.americanas.com.br/produto/4202016756,"notebook ultra ub532 intel core i5 8gb 240gb ssd w10 14,1"" - prata",americanas
/categoria/pc-gamer/notebook-gamer,Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.Imagens Meramente Ilustrativas.,0195348729383,"R$ 5.749,69","Notebook Ideapad Gaming 3i Intel Core i7-10750H 8GB (Geforce GTX 1650 4GB) 512GB SSD FHD W10 15.6"" Azul",https://www.americanas.com.br/produto/3216929011,"notebook ideapad gaming 3i intel core i7-10750h 8gb (geforce gtx 1650 4gb) 512gb ssd fhd w10 15.6"" azul",americanas
