categoria,descricao,ean,preco,titulo,url,titulo_cb,loja
/categoria/tv-e-home-theater/tv/tv-4k,"Smart Tv Philco 86 PTV86P50AGSG 4k Sb Led Android Netflix Bivolt Smart TV Philco 86 PTV86P50AGSG 4K sb LED é Fast! Compõe a linha Nova Geração de TVs Philco. Muito mais completa e com Inteligência Artificial Google Assistente, você pode interagir com ela através de comandos de voz no controle remoto. Um mundo de entretenimento com os principais aplicativos de streaming (Netflix, Globoplay, Prime Video, etc), jogos e diversas ferramentas para dar mais poder conectividade e mais qualidade em som e imagem. Alta performance de processamento com cpu Quad Core e uma gpu Triple Core, a Fast Smart TV Android responde muito mais rápido aos comandos e oferece muito mais qualidade de imagem e cores. A resolução 4K uhd oferecem imagens em altíssima definição, e aliado ao Dolby Vision, traz cores, contrastes e brilhos extraordinários para a tela transformando sua experiência visual. O Dolby Audio garante um som muito mais rico, limpo e poderoso. Soundbar de 40W de potência hdr, que incorpora um expressivo ganho em contraste de tons claros e escuros, além de uma extrema nitidez na imagem. Além da conexão wirelles, você também pode conectar o cabo hdmi para conectar seu dispositivo favorito e reproduza com alta qualidade suas imagens. Características: - TV Backlight d-led 86"" - Resolução: uhd (3840 X 2160) - Tempo de resposta: 8 ms Ângulo de Visão: 170°(H) x 170°(V) - Brilho: 350 cd/m² - Contraste dinâmico: 1.200.000:1 - Frequência da Tela: 60Hz - Potência do Alto-Falante: 20Wrms x 2, total de 40 Wrms - Formato da Tela: 16:9 - Sistema de cores: pal-m, pal-n, ntsc - Furação Vesa: 600x400mm wifi e Bluetooth integrado - Possui Dolby Áudio Digital - Possui Dolby Vision - Possui HDR10 - Possui painel ips - conexões: Entrada de vídeo e áudio estéreo (rca) 3 entradas hdmi e 1 entrada hdmi (ARC)², total de 4 entradas Entrada rf para TV aberta (Digital e Analógica) e TV à cabo 2 entradas USB 2.0: reproduz filmes, músicas e fotos 1 entrada s/pdif out Optical 1 entrada Ethernet 1 entrada P2: Para fones e amplificadores - Menu nos idiomas Português e Inglês - Busca automática de canais - Recepção em atv, dtv e catv - Conversor digital integrado - Equalizadores de som e imagem predefinidos - Ajustes de temperatura de cor - Nivelador automático de volume sdr para hdr: corrige imagem para melhor performance - Recursos: mute MTS¹ sleep browser app store hdr closed caption dnr GUIDE¹ INFO¹ bloqueio de canal relógio zoom PVR¹ hdmi ARC² T-LINK² (hdmi-cec). - 1- Disponível apenas para transmissões em isdb-t (tv Digital). - 2- O dispositivo conectado deve ser compatível com a função. Recurso talvez não funcione com dispositivos de algumas marcas. Especificações Técnicas: - Marca: Philco - Polegadas: 85 - Smart: Sim - Android: Sim - Tipo de tela: led - Marca: Philco - Entradas: usb, hdmi, vga, P2, Microfone, Áudio rca, Vídeo Composto, Vídeo Componente, S-Vídeo, Antena, RJ45 - Quantidade de entradas usb: 2 - Quantidade de entradas hdmi: 4 - Wireless Integrado: Sim - Potência: 20 W (Estéreo) - Nivelador Automático de Volume: Sim - Equalização de Som: Sim - Cor: Preto - Tempo de Resposta (ms): 8 Ms - Formato: 16:9 - Ângulo de Visão: H 170 ° e V 160°,170° - Sistema de Cores: pal-m, pal-n e ntsc - Velocidade de Painel: 60 Hz - Suporte de Parede: - - Brilho: 350 Cd/m² - Contraste: 1.200.000:1 (Dinâmico) - Funções: Mute, Sleep, Closed Caption, Guide, Info, Bloqueio, Zoom, dnr, pvr, Relógio - Largura:193 Cm - Altura:116,2 Cm - Profundidade:7 Cm - Peso Líquido:53.5 Kg - Garantia: 12 meses",7891356086489,"R$ 15.200,00",Smart TV Philco 86 4k Sb Led Android Netflix Bivolt,https://www.americanas.com.br/produto/4734503416,smart tv philco 86 4k sb led android netflix bivolt,americanas
/categoria/tv-e-home-theater/tv/tv-4k,Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Imagens Meramente Ilustrativas.,7893299913556,"R$ 12.599,00",Smart TV LG 82'' 82UN8000 Ultra HD 4K WiFi Bluetooth HDR Inteligência Artificial ThinQ AI Smart Magic Google Assistente Alexa,https://www.americanas.com.br/produto/1735043141,smart tv lg 82'' 82un8000 ultra hd 4k wifi bluetooth hdr inteligência artificial thinq ai smart magic google assistente alexa,americanas
/categoria/tv-e-home-theater/tv/tv-8k,Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Imagens Meramente Ilustrativas.,7893299913471,"R$ 14.998,99",Smart TV 75” LG 75NANO95 8K IPS NanoCell Wifi Bluetooth HDR Inteligência Artificial ThinQAI Google Assistente Alexa LOT,https://www.americanas.com.br/produto/1961679657,smart tv 75” lg 75nano95 8k ips nanocell wifi bluetooth hdr inteligência artificial thinqai google assistente alexa lot,americanas
/categoria/tv-e-home-theater/tv/tv-4k,"Oled TV: A nova Era de TVs da LGCom a nova geração de TV Oled da LG, você vai desfrutar de diversos recursos de cinema dentro da sua casa. As imagens oferecem uma experiência cinematográfica por conter um preto puro e contrastes infinitos que realçam a profundidade e textura das imagens. O processador a9 (Alpha 9) aumenta ainda mais essa qualidade e nitidez, deixando as cores vibrantes e atenuando os detalhes.Com 4k Cinema HDR as possibilidades são infinitas, permitindo que você enxergue exatamente o que os cineastas querem que veja com Dolby Vision™, Advanced HDR by Technicolor, HDR10 Pro e HLG Pro.O áudio da Oled TV da LG também é outro diferencial. Captando a sonoridade do movimento de cada detalhe das cenas assistidas e a reproduzindo em 360° com som surround, a impressão é de que o som vem de todos os lados sem necessidade de instalação de outros equipamentos e fios pela sala.Para a experiência ser completa, a tecnologia AI (Inteligência Artificial) presente na Oled TV também vai transformar totalmente a forma como você assiste. Pela primeira vez nos televisores da LG, você vai contar com reconhecimento de voz através do controle. Enquanto pressiona o botão, você pode procurar o que deseja ou ajustar configurações do conteúdo para se adequar as suas preferências. Com acesso ao webOS 4.0 você mergulha em um mundo ilimitado de conteúdo premium dos maiores e mais populares provedores de entretenimento do mundo e a navegação fica ainda mais fluída com o controle sensível ao movimento. Ele funciona exatamente como um mouse de computador, facilitando o acesso a aplicativos, internet, configurações e muito mais.Quando estiver em stand by, sua TV Oled vira uma verdadeira obra de arte na parede, se adaptando perfeitamente ao seu estilo e elevando o design do ambiente a outro patamar. Só acredita vendo? Então role a página para conferir! Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Imagens Meramente Ilustrativas.",7893299910739,"R$ 14.528,77","Smart Tv Oled 65"" Ultra Hd 4k Lg Oled65b8ssc Com Inteligencia Artificial Thinq Ai, Wi-fi E Controle Smart Magic",https://www.americanas.com.br/produto/133892436,"smart tv oled 65"" ultra hd 4k lg oled65b8ssc com inteligencia artificial thinq ai, wi-fi e controle smart magic",americanas
/categoria/tv-e-home-theater/tv/tv-8k/neo-qled,"Samsung Smart TV 65"" Neo QLED 8K 65QN700A, Mini Led, Painel 60hz, Processador Neo Quantum Lite, Som em Movimento Plus, Tela sem limites, Ultrafina, Única Conexão, Alexa built in",7892509119337,"R$ 12.299,99","Samsung Smart TV 65"" Neo QLED 8K 65QN700A, Mini Led, Painel 60hz, Processador Neo Quantum Lite",https://www.americanas.com.br/produto/3735313673,"samsung smart tv 65"" neo qled 8k 65qn700a, mini led, painel 60hz, processador neo quantum lite",americanas
/categoria/tv-e-home-theater/tv/tv-4k,"A LG TV proporciona um novo jeito de ver TV. Com a Inteligência Artificial da LG e seu reconhecimento de voz, você consegue controlar sua TV sem complicações. Procurar por qualquer informação ou conteúdo que quiser, basta apenas falar. Essa excelente inovação entrega ainda mais conveniência para seu lazer. As TVs LG com Inteligência Artificial oferecem uma maneira mais prática de planejar seu dia, executar suas tarefas e procurar conteúdos. A partir do Google Assistant apenas pelo comando de voz é possível entrar em contato com outros dispositivos que também estão sincronizados na casa, podendo programá-los de sua maneira. A evolução da melhor plataforma Smart do mercado. Mais rápido e muito mais intuitivo, o webOS conta com diversas funções novas e entrega uma melhor experiência para o consumidor. Diretamente do launcher, você terá sugestões de conteúdos, podendo acessá-los diretamente com um só click. Agilizando mais ainda sua navegação Com o Painel Doméstico, você transforma sua TV em uma central de controle da sua casa inteligente. Após conectar seus produtos inteligentes à sua TV, receba avisos, os ligue ou desligue, altere funções, etc As TVs da LG fazem parte da Open Connectivity Foundation, com isso, utiliza uma plataforma aberta de comunicação com outros produtos e marcas. Assim, você poderá conectar os mais diferentes produtos inteligentes, das mais diversas marcas, à sua TV os controlando diretamente da sua tela com seu controle remoto. O Ultra HD 4K é o futuro da definição de imagem. Com mais de 8 milhões de pixels, você tem imagens com um nível incrível de detalhes e pode ter uma TV maior mesmo em uma sala pequena. O Upscaler 4K permite que você curta todos os seus conteúdos, mesmo os de baixa resolução, com a máxima qualidade Ultra HD 4K! O processador Quad Core trabalha incansavelmente para reduzir os ruídos dos conteúdos, melhorando a reprodução de cores, nitidez e contrate do que é assistido. Ao captar e combinar imagens em diferentes exposições (maior e menor exposição), o conteúdo em HDR entrega uma qualidade de brilho e contraste superior, com uma riqueza de detalhes nunca vista antes. As TVs LG contam com HDR10 Pro, HLG Pro e HDR Ativo. O DTS Virtual: X entrega máxima imersão sonora e envolvimento para todos os seus conteúdos. Simulando uma sensação tridimensional dos conteúdos. Seus filmes e jogos terão muito mais qualidade! Com o LG One Touch Sound Tuning você calibra o som da sua TV de acordo com o ambiente em que a TV está. É muito mais facilidade na hora da instalação! O controle inteligente que traz praticidade e conveniência em suas escolhas diárias. Como se fosse um mouse na televisão, por meio do comando de voz, botões de acesso rápido e sua inteligência artificial, acessar aplicativos, navegar pela internet, ajustar funções, reproduzir fotos, vídeos, músicas e muito mais tornou-se fácil e rápido. Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.Certas funções necessitam de conexão com a internet. Alguns aplicativos podem requerer uma assinatura para acesso, sujeito a cobrança.",6250005943763,,"Smart TV LED 70"" LG 70UN7310 Ultra HD 4K Conversor Digital WiFi 4 HDMI 2 USB Inteligência Artificial ThinQ AI Smart Magic Google Assistente Alexa",https://www.americanas.com.br/produto/3614405491,"smart tv led 70"" lg 70un7310 ultra hd 4k conversor digital wifi 4 hdmi 2 usb inteligência artificial thinq ai smart magic google assistente alexa",americanas
/categoria/tv-e-home-theater/tv/tv-4k,,7892509093057,"R$ 12.947,34","Smart TV LED 75"" Samsung 75MU6100 UHD 4K HDR Premium com Conversor Digital 3 HDMI 2 USB 120Hz",https://www.americanas.com.br/produto/132381845,"smart tv led 75"" samsung 75mu6100 uhd 4k hdr premium com conversor digital 3 hdmi 2 usb 120hz",americanas
/categoria/tv-e-home-theater/tv/tv-4k,,7892509091503,"R$ 12.368,02","Smart TV LED 65"" Samsung 65MU7000 Smart Tizen 4 HDMI 3USB 4K",https://www.americanas.com.br/produto/132357765,"smart tv led 65"" samsung 65mu7000 smart tizen 4 hdmi 3usb 4k",americanas
/categoria/tv-e-home-theater/tv/tv-4k,"Modelo: QN55LS01TAGXZDPontos Quânticos: 100% do volume de cor O máximo do design de todos os ângulos. A The Serif tem design perfeito se vista de frente ou de lado, e até na parte de trás, para que você a coloque onde preferir: no rack, na parede ou no suporte de chão, em qualquer local do seu ambiente. A The Serif vem com um suporte cavalete que combina perfeitamente com a tv, e que pode ser retirado, oferecendo ainda mais versatilidade para posicioná-la onde quiser. A lateral da The Serif, inspirada na letra 'I' serifada, reúne acabamento, detalhe e design com sofisticação. Os renomados designers franceses Ronan & Erwan Bouroullec, cocriadores da The Serif, apresentam dois conteúdos decorativos exclusivos para o Modo Ambiente deste modelo, inspirados na beleza da natureza. Em vez de uma tela preta, ative o exclusivo Modo Ambiente 4.0 e deixe a The Serif ainda mais sofisticada no seu espaço. Seja qual for o sistema operacional do seu smartphone, a The Serif reproduz, via nfc e AirPlay 2, filmes, programas, músicas, fotos e qualquer conteúdo do seu celular de maneira simples e prática. Encoste seu smartphone Samsung na The Serif e veja o conteúdo do seu celular automaticamente espelhado na tela grande para compartilhamento de fotos, vídeos e apresentações. Divida a tela da TV ao meio, o conteúdo que você está assistindo de um lado e a tela espelhada do seu smartphone do outro. Acesse vídeos, verifique estatísticas de esportes e muito mais enquanto assiste ao seu programa ou jogo favorito. Controle sua TV por voz em português: acesse apps, mude de canal ou altere o volume. A TV traz Bixby, Alexa e Google Assistant integrados para você escolher o seu serviço de voz preferido. Desfrute o máximo da qualidade de imagem em 4K, com 1 bilhão de cores vibrantes por muito mais tempo. Algumas TVs absorvem as imagens estáticas que aparecem na tela por muito tempo, como placares ou mapas de jogos. O resultado é o burn in, ou seja, manchas permanentes na tela. Mas, com a The Serif, que é uma qled, você tem a melhor imagem e a garantia de 10 anos contra esse efeito.",8806092657595,"R$ 12.499,00","Samsung Smart TV 55 qled 4K The Serif 55LS01T Branca, Design 360, Suporte de Chão e Multitela",https://www.americanas.com.br/produto/4649490753,"samsung smart tv 55 qled 4k the serif 55ls01t branca, design 360, suporte de chão e multitela",americanas
/categoria/tv-e-home-theater/tv/tv-4k,Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Imagens Meramente Ilustrativas.,7893299913501,"R$ 6.299,99",Smart TV LED 65'' LG 65NANO86 Ultra HD 4K NanoCell IPS WiFi Bluetooth HDR Inteligencia Artificial ThinQAI Google Assistente Alexa IOT,https://www.americanas.com.br/produto/1736912635,smart tv led 65'' lg 65nano86 ultra hd 4k nanocell ips wifi bluetooth hdr inteligencia artificial thinqai google assistente alexa iot,americanas
